id;province_type;R;G;B;x;y;province_terrain
PRV003187;ocean;49;50;167;705.11;1350.4;shallow_sea
PRV003188;ocean;47;69;169;466.81;1302.77;shallow_sea
PRV003189;ocean;36;70;130;707.89;1444.16;shallow_sea
PRV003190;ocean;29;45;116;729.89;1171.21;deep_ocean
PRV003191;ocean;53;16;122;408.62;1216.57;shallow_sea
PRV003192;ocean;10;14;147;770.91;1298.89;deep_ocean
PRV003193;ocean;6;10;116;518.26;1216.01;shallow_sea
PRV003194;ocean;57;43;125;675.33;1233.69;shallow_sea
PRV003195;ocean;2;22;175;730.68;1257.52;deep_ocean
PRV003196;ocean;23;14;159;908.73;1244.45;deep_ocean
PRV003197;ocean;34;43;141;625.87;1296.14;shallow_sea
PRV003198;ocean;23;22;139;617.26;1199.16;deep_ocean
PRV003199;ocean;35;68;156;829.54;1409.44;deep_ocean
PRV003200;ocean;41;64;102;792.73;1157.91;deep_ocean
PRV003201;ocean;58;2;177;818.44;1245.48;deep_ocean
PRV003202;ocean;51;20;130;766.43;1501.62;deep_ocean
PRV003203;ocean;52;50;144;978.85;1635.42;deep_ocean
PRV003204;ocean;29;18;110;1230.56;1655.37;shallow_sea
PRV003205;ocean;26;37;149;1083.78;1449.97;shallow_sea
PRV003206;ocean;43;8;119;972.69;1548.75;deep_ocean
PRV003207;ocean;22;7;121;947.32;1326.61;deep_ocean
PRV003208;ocean;21;43;146;909.06;1689.56;shallow_sea
PRV003209;ocean;33;33;175;736.56;1713.06;shallow_sea
PRV003210;ocean;6;56;103;1183.78;1485.93;shallow_sea
PRV003211;ocean;20;53;169;1010.71;1485.25;deep_ocean
PRV003212;ocean;46;63;156;1153.93;1696.32;shallow_sea
PRV003213;ocean;58;53;145;1201.12;1599.33;deep_ocean
PRV003214;ocean;8;46;152;1056.04;1655.29;shallow_sea
PRV003215;ocean;39;37;141;1133.73;1630.06;deep_ocean
PRV003216;ocean;24;17;117;1082.2;1707.34;shallow_sea
PRV003217;ocean;2;22;145;872.02;1448.46;deep_ocean
PRV003218;ocean;16;48;142;1031.35;1589.99;deep_ocean
PRV003219;ocean;12;63;110;1040.69;1357.05;deep_ocean
PRV003220;ocean;49;17;150;1097.49;1551.46;deep_ocean
PRV003221;ocean;43;34;166;890.42;1539.61;deep_ocean
PRV003222;ocean;53;61;145;792.97;1605.14;deep_ocean
PRV003223;ocean;29;65;103;1006.54;1282.8;deep_ocean
PRV003224;ocean;28;10;111;828.93;1537.22;deep_ocean
PRV003225;ocean;30;72;108;930.91;1478.98;deep_ocean
PRV003226;ocean;32;25;139;921.55;1609.13;deep_ocean
PRV003227;ocean;25;24;153;1000.07;1402.31;deep_ocean
PRV003228;ocean;23;20;110;986.15;1699.49;shallow_sea
PRV003229;ocean;45;50;140;857.09;1631.22;deep_ocean
PRV003230;ocean;21;32;113;927.63;1397.63;deep_ocean
PRV003231;ocean;29;11;150;1095.37;1343.52;shallow_sea
PRV003232;ocean;29;17;169;831.56;1713.61;shallow_sea
PRV003233;ocean;47;24;103;772.64;1665.35;deep_ocean
PRV003234;ocean;16;55;152;1217.98;1539.99;shallow_sea
PRV003235;ocean;41;20;148;1379.69;996.05;shallow_sea
PRV003236;ocean;53;16;168;1247.13;1141.95;shallow_sea
PRV003237;ocean;35;41;129;1427.19;1276.01;deep_ocean
PRV003238;ocean;27;7;116;1421.71;1043.45;shallow_sea
PRV003239;ocean;31;65;121;1253.88;1075.48;shallow_sea
PRV003240;ocean;53;14;177;1298.77;1224.6;shallow_sea
PRV003241;ocean;27;38;147;1488.52;1134.4;shallow_sea
PRV003242;ocean;59;46;112;1346.51;1065.03;shallow_sea
PRV003243;ocean;57;18;136;1358.63;1201.66;deep_ocean
PRV003244;ocean;9;57;119;1105.8;1198.46;deep_ocean
PRV003245;ocean;12;49;112;1294.03;1044.49;shallow_sea
PRV003246;ocean;35;63;157;1287.81;986.03;shallow_sea
PRV003247;ocean;21;56;118;1335.55;930.13;deep_ocean
PRV003248;ocean;2;20;113;1434.7;1125.91;shallow_sea
PRV003249;ocean;22;43;127;1091.91;1268.62;shallow_sea
PRV003250;ocean;44;40;159;1544.82;1142.45;shallow_sea
PRV003251;ocean;55;58;145;1479.43;1065.07;shallow_sea
PRV003252;ocean;45;15;103;1379.77;1117.68;shallow_sea
PRV003253;ocean;34;25;124;1161.26;1148.8;shallow_sea
PRV003254;ocean;56;12;137;1314.61;1326.93;shallow_sea
PRV003255;ocean;2;34;133;1508.07;1218.18;deep_ocean
PRV003256;ocean;59;4;160;1306.99;1130.45;shallow_sea
PRV003257;ocean;37;19;119;1606.96;1181.36;shallow_sea
PRV003258;ocean;26;24;112;1422.18;1201.16;deep_ocean
PRV003259;ocean;45;26;123;1831.89;1452.18;shallow_sea
PRV003260;ocean;48;22;100;2157.53;1094.16;deep_ocean
PRV003261;ocean;54;7;143;1826.82;1339.72;shallow_sea
PRV003262;ocean;20;55;121;2110.31;1139.87;deep_ocean
PRV003263;ocean;38;7;139;1906.5;1467.2;shallow_sea
PRV003264;ocean;53;70;171;1859.57;1521.52;shallow_sea
PRV003265;ocean;59;66;109;1968.35;1073.72;shallow_sea
PRV003266;ocean;12;39;167;2165.8;1369.83;deep_ocean
PRV003267;ocean;59;52;160;2194.17;1039.79;shallow_sea
PRV003268;ocean;54;57;108;2077.31;1068.34;deep_ocean
PRV003269;ocean;10;78;167;2135.82;997.05;shallow_sea
PRV003270;ocean;41;11;153;2124.73;1197.74;shallow_sea
PRV003271;ocean;49;28;141;2210.99;1324.57;deep_ocean
PRV003272;ocean;21;53;139;2183.12;1245.0;shallow_sea
PRV003273;ocean;36;48;116;2261.41;1302.92;shallow_sea
PRV003274;ocean;57;67;144;1793.56;1390.06;shallow_sea
PRV003275;ocean;13;7;120;2047.03;1430.27;shallow_sea
PRV003276;ocean;43;75;106;2241.21;1219.6;shallow_sea
PRV003277;ocean;5;39;173;2256.14;1146.1;shallow_sea
PRV003278;ocean;26;44;125;1878.66;1390.36;shallow_sea
PRV003279;ocean;13;78;131;2196.01;1156.29;deep_ocean
PRV003280;ocean;51;19;117;2019.45;1324.56;shallow_sea
PRV003281;ocean;29;1;156;1770.33;1291.88;shallow_sea
PRV003282;ocean;5;39;148;2056.33;1001.87;deep_ocean
PRV003283;ocean;52;1;111;2086.9;1319.62;shallow_sea
PRV003284;ocean;20;72;113;2245.57;1084.82;shallow_sea
PRV003285;ocean;2;47;133;2107.22;1390.54;shallow_sea
PRV003286;ocean;15;54;155;1721.06;1225.94;shallow_sea
PRV003287;ocean;38;46;107;2033.16;1140.78;shallow_sea
PRV003288;ocean;23;10;108;1457.42;1486.57;deep_ocean
PRV003289;ocean;58;63;165;1518.16;1587.42;shallow_sea
PRV003290;ocean;51;51;147;1293.72;1636.19;shallow_sea
PRV003291;ocean;25;23;136;1659.83;1717.26;shallow_sea
PRV003292;ocean;29;67;179;1452.16;1390.65;deep_ocean
PRV003293;ocean;53;8;119;1553.69;1702.2;shallow_sea
PRV003294;ocean;44;11;111;1554.04;1490.24;deep_ocean
PRV003295;ocean;31;32;156;1386.04;1541.8;deep_ocean
PRV003296;ocean;35;45;177;1360.33;1710.81;shallow_sea
PRV003297;ocean;34;41;147;1276.97;1522.73;shallow_sea
PRV003298;ocean;27;52;141;1388.19;1463.24;deep_ocean
PRV003299;ocean;13;52;103;1506.76;1444.59;deep_ocean
PRV003300;ocean;25;61;107;1605.67;1429.9;deep_ocean
PRV003301;ocean;10;36;107;1467.47;1552.28;deep_ocean
PRV003302;ocean;26;22;172;1657.69;1469.93;deep_ocean
PRV003303;ocean;30;58;124;1314.38;1680.68;shallow_sea
PRV003304;ocean;39;68;125;1564.54;1549.83;shallow_sea
PRV003305;ocean;17;58;165;1651.38;1233.13;shallow_sea
PRV003306;ocean;25;2;131;1313.4;1587.1;deep_ocean
PRV003307;ocean;56;38;110;1370.36;1646.46;shallow_sea
PRV003308;ocean;4;18;165;1481.35;1321.84;deep_ocean
PRV003309;ocean;34;61;162;1701.4;1540.53;shallow_sea
PRV003310;ocean;5;75;163;1438.08;1645.81;shallow_sea
PRV003311;ocean;39;34;159;1638.45;1366.17;deep_ocean
PRV003312;ocean;35;3;131;1405.62;1593.51;deep_ocean
PRV003313;ocean;20;64;156;1776.77;1531.16;shallow_sea
PRV003314;ocean;20;71;166;1332.06;1512.17;deep_ocean
PRV003315;ocean;39;50;157;1572.6;1287.26;deep_ocean
PRV003316;ocean;49;68;179;1374.8;1385.35;deep_ocean
PRV003317;ocean;38;65;112;1295.35;1438.93;shallow_sea
PRV003318;ocean;35;31;169;1690.17;1313.94;deep_ocean
PRV003319;ocean;43;58;157;1546.74;1378.59;deep_ocean
PRV003320;ocean;31;17;106;1451.36;1714.18;shallow_sea
PRV003321;ocean;28;61;127;1731.45;1422.35;deep_ocean
PRV003322;ocean;55;36;174;1504.22;1646.42;shallow_sea
PRV003323;ocean;29;38;107;1627.35;1536.18;shallow_sea
